action_taken,action_taken_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,property_type,property_type_name,purchaser_type,purchaser_type_name,,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,population
1,Loan originated,2,Not Hispanic or Latino,46,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Ulster County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",98,75200,5,1528,1150,3411
1,Loan originated,2,Not Hispanic or Latino,225,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),982,109000,385,894,871,2613
1,Loan originated,2,Not Hispanic or Latino,81,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Schuyler County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,353,60000,113,2031,1391,4626
1,Loan originated,2,Not Hispanic or Latino,801,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14518,109000,2000,782,715,2535
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Essex County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),142787,60000,287,2650,1161,3580
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",127,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),94165,71300,711,1032,360,3660
1,Loan originated,2,Not Hispanic or Latino,57,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),1065,69700,125,1199,1069,3351
1,Loan originated,2,Not Hispanic or Latino,56,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tompkins County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,356,77200,135,1352,902,4070
1,Loan originated,2,Not Hispanic or Latino,126,5,White,2,Female,2,Not Hispanic or Latino,5,White,2,Female,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14554,82700,334,2237,1872,6061
1,Loan originated,2,Not Hispanic or Latino,91,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Onondaga County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,287,68500,123,1602,1489,4268
1,Loan originated,2,Not Hispanic or Latino,88,5,White,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14432,71300,316,290,342,6004
1,Loan originated,2,Not Hispanic or Latino,73,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Rensselaer County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,474,82700,197,2572,2218,6927
1,Loan originated,2,Not Hispanic or Latino,115,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,359,77200,200,1571,1086,3530
1,Loan originated,2,Not Hispanic or Latino,101,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Onondaga County,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,6857,68500,253,1381,1279,3796
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",1080,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,9070,71300,1131,257,1352,4462
1,Loan originated,2,Not Hispanic or Latino,105,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Orange County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),16879,71300,100,1667,1371,4761
1,Loan originated,2,Not Hispanic or Latino,346,5,White,1,Male,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",477,109000,320,2093,1716,6067
1,Loan originated,2,Not Hispanic or Latino,70,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,364,77200,185,1193,1020,3980
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,1,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,5416,109000,908,4228,1902,4669
1,Loan originated,2,Not Hispanic or Latino,289,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Rockland County,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",473,71300,360,1798,2040,6871
1,Loan originated,1,Hispanic or Latino,90,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10817,82700,248,2982,2744,8262
1,Loan originated,2,Not Hispanic or Latino,105,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",528,71300,349,467,313,1545
1,Loan originated,2,Not Hispanic or Latino,27,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,381,77200,93,2099,1552,5033
1,Loan originated,2,Not Hispanic or Latino,186,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,1160921,71300,70,1133,517,3934
1,Loan originated,2,Not Hispanic or Latino,87,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,1,Male,Queens County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",486,71300,495,1028,688,2632
1,Loan originated,2,Not Hispanic or Latino,190,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10861,109000,680,1230,1130,3660
1,Loan originated,1,Hispanic or Latino,48,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",536,109000,197,2090,1815,8465
1,Loan originated,2,Not Hispanic or Latino,40,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Cortland County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,382,60000,85,2114,1326,4823
1,Loan originated,2,Not Hispanic or Latino,68,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Broome County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,2,66400,125,1941,1655,4942
1,Loan originated,2,Not Hispanic or Latino,121,3,Black or African American,1,Male,2,Not Hispanic or Latino,3,Black or African American,2,Female,Nassau County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",488,109000,344,1900,1499,6396
1,Loan originated,2,Not Hispanic or Latino,759,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,180935,71300,2606,203,1983,7813
1,Loan originated,2,Not Hispanic or Latino,135,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",568,71300,534,1329,1085,3789
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,389,77200,204,1857,1305,4472
1,Loan originated,2,Not Hispanic or Latino,203,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Albany County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,9,82700,35,1581,1251,5588
1,Loan originated,2,Not Hispanic or Latino,149,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",494,109000,417,1544,1437,4864
1,Loan originated,2,Not Hispanic or Latino,44,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),90758,69700,114,2001,1881,5576
1,Loan originated,2,Not Hispanic or Latino,126,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",582,109000,308,2008,1898,5982
1,Loan originated,2,Not Hispanic or Latino,261,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Cayuga County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,397,60000,472,1798,1554,3793
